日期,开盘,最高,最低,收盘,平均价,成交量,持仓量
2020/2/13,3956.6,3978.4,3930.6,3944,3946.4,97761,139538
2020/2/14,3939.6,3992,3939.2,3976,3965.2,106946,143846
2020/2/17,3992,4080.4,3988.6,4079.4,4071.2,120531,142428
2020/2/18,4066,4074.2,4022.4,4042.2,4043,109200,135126
2020/2/19,4043.4,4076.2,4034,4046.2,4045.4,110055,137910
2020/2/20,4060.6,4151,4046,4132.6,4130.8,137388,146810
2020/2/21,4124.2,4185.2,4124.2,4152.8,4147.8,124427,134573
2020/2/24,4129,4145.8,4087.4,4114.6,4127.4,119184,143520
2020/2/25,4083.4,4122.6,4020.4,4111.8,4104.8,143835,147035
2020/2/26,4069.4,4117.4,4047,4070.2,4074.2,138790,144598
2020/2/27,4082.8,4102.2,4065.4,4072.4,4072.4,108283,137941
2020/2/28,3994.8,4020.8,3900.2,3917.2,3931,154924,148875
2020/3/2,3959,4087.8,3958.2,4050.2,4067,139601,143968
2020/3/3,4112.8,4140.8,4053.8,4065.8,4069,131471,143477
2020/3/4,4066.6,4098.2,4047.8,4097.8,4081,116736,139409
2020/3/5,4135.6,4203,4108,4184.4,4187,139013,151640
2020/3/6,4150.6,4161.4,4111.2,4111.4,4123.8,114307,137498
2020/3/9,4042.2,4042.2,3952.2,3966.2,3976.6,138671,148476
2020/3/10,3997.8,4084,3939.8,4062.6,4062.8,169209,151011
2020/3/11,4060.8,4068.4,3990,3990.2,4007.2,126855,146824
2020/3/12,3943.2,3952,3884.4,3935.4,3919.2,140801,149811
2020/3/13,3745,3915.4,3701.8,3881.6,3857,180183,160969
2020/3/16,3864.2,3864.2,3670.6,3670.8,3696.2,160914,155417
2020/3/17,3766,3771.2,3591.2,3664.6,3665,197832,173007
2020/3/18,3683.8,3743.4,3567,3579,3605.2,197928,163969
2020/3/19,3609.8,3626.4,3446.8,3549,3548.4,229324,177298
2020/3/20,3607.6,3621,3532.8,3607.4,3599,184093,149520
2020/3/23,3491,3545.4,3458.6,3490,3496.4,146211,152858
2020/3/24,3573.6,3601.4,3509.4,3580.4,3578.2,168052,157811
2020/3/25,3660,3693.2,3634.4,3668,3678.6,154166,152697
2020/3/26,3640.2,3682,3635,3641.2,3650,129154,148655
2020/3/27,3686.2,3719,3657.6,3658,3674.2,148655,154347
2020/3/30,3622.8,3654.2,3595.2,3639.2,3633.4,132664,146903
2020/3/31,3675,3680.2,3628.2,3630.4,3638.6,122499,147983
2020/4/1,3638,3692.8,3619.6,3627,3628.8,137460,155187
2020/4/2,3622,3705.6,3614.4,3704.6,3680.4,141450,154038
2020/4/3,3692.4,3697,3652.8,3672.8,3668.2,113246,147565
2020/4/7,3748.2,3770.8,3741.8,3753.2,3759.6,117045,150035
2020/4/8,3743.2,3753.8,3725.2,3740.6,3737,102491,146986
2020/4/9,3760.4,3764,3743.4,3751.2,3753.4,91168,141804
2020/4/10,3753.4,3780.6,3715.2,3735.4,3730.4,126519,157238
2020/4/13,3717.8,3729.2,3705,3711.4,3712,87802,140955
2020/4/14,3735,3773.8,3725.4,3773.8,3764.4,109947,152374
2020/4/15,3770.2,3781.8,3747.8,3748.8,3752.4,103011,140439
2020/4/16,3737,3760.8,3730,3752.6,3752,118731,143248
2020/4/17,3787.4,3809.6,3769,3772.8,3781.4,137644,148113
2020/4/20,3774.6,3782.8,3759.4,3779.4,3778.2,81375,136814
2020/4/21,3769.6,3769.6,3699.6,3734.2,3729,110002,151426
2020/4/22,3714,3770.6,3711.6,3769.6,3756.4,104296,143423
2020/4/23,3778.2,3780.6,3741.6,3755.6,3755.2,90655,145992
2020/4/24,3745.6,3749.4,3727.4,3741.6,3735.4,87582,139325
2020/4/27,3750.8,3792,3741,3764.4,3765.4,98974,150876
2020/4/28,3776.8,3802.6,3713.4,3787.6,3789.2,123001,156091
2020/4/29,3789,3817.6,3782,3807,3802.2,86378,143651
2020/4/30,3824.6,3882.6,3824.4,3878,3871.6,106329,147599
2020/5/6,3837.6,3894.8,3830.6,3887.4,3884.8,94278,144082
2020/5/7,3888.2,3889.4,3862,3877,3878.2,77798,140715
2020/5/8,3896.8,3939,3892.2,3917.8,3921,99871,146034
2020/5/11,3933.8,3959,3904.8,3912,3913.6,92435,140567
2020/5/12,3917.8,3930.4,3886,3906.2,3906,97109,138510
2020/5/13,3890.8,3917.6,3880.6,3911.6,3911.6,97814,133700
2020/5/14,3895.2,3895.2,3862.2,3871.2,3868.6,104290,132453
2020/5/15,3888.2,3893.2,3845.2,3845.2,3852,106460,129744
2020/5/18,3851.2,3887.4,3837,3859.6,3869.6,97343,133150
2020/5/19,3896.6,3909,3879.4,3889.6,3889,76065,126810
2020/5/20,3892.8,3893.2,3868.6,3876,3874.2,71682,129836
2020/5/21,3886.6,3890,3845.2,3847.2,3853.8,75686,132182
2020/5/22,3838.4,3842.4,3756.4,3761.6,3772.2,107278,148197
2020/5/25,3772.4,3778,3747,3768.4,3765,85727,134521
2020/5/26,3788.8,3806.4,3784.6,3804,3800,76013,135207
2020/5/27,3801.2,3801.6,3772,3785.2,3778.8,72402,135819
2020/5/28,3785.8,3828.8,3751.6,3791.2,3789.4,117630,156052
2020/5/29,3771,3811,3766.2,3792,3790.6,88036,138484
2020/6/1,3839.8,3917.8,3839.8,3909.8,3907.2,105857,148416
2020/6/2,3911.2,3932.4,3902.4,3923.4,3923,78673,135932
2020/6/3,3945.6,3965.4,3918.6,3918.8,3929,90798,142916
2020/6/4,3936.4,3939.6,3906.8,3918,3919,72810,134138
2020/6/5,3926.6,3944,3903.6,3943.8,3935,78053,140333
2020/6/8,3959.4,3986.8,3943.6,3953.2,3950.2,90924,143623
2020/6/9,3956.8,3982.2,3948.2,3974,3973.4,91836,144972
2020/6/10,3977.6,3977.6,3952.4,3966.6,3963.4,79037,137150
2020/6/11,3959.2,3972,3899.6,3916.8,3912.8,112939,154801
2020/6/12,3888.4,3946,3871,3932,3930.8,114801,150220
2020/6/15,3912.8,3925.4,3865.6,3867.4,3877.4,112080,152073
2020/6/16,3914,3939.8,3907,3935.4,3932.2,107942,146704
2020/6/17,3933.4,3936,3908.8,3933.8,3929.6,94788,145929
2020/6/18,3924.2,3972.8,3918.4,3971,3964.2,123336,156273
2020/6/19,3975.8,4050.8,3973,4028.4,4035.5,134326,155171
2020/6/22,4030,4073.4,4023,4036,4034.2,105303,153366
2020/6/23,4016.4,4055,4008.8,4050.8,4046.8,98647,155658
2020/6/24,4064.2,4086.6,4056.8,4086.4,4077,84356,149283
2020/6/29,4074.4,4083.8,4028.8,4053.4,4041,91772,155038
2020/6/30,4074,4123.2,4074,4095.2,4093,101466,151525
2020/7/1,4109.8,4196.4,4106,4190.4,4173,129800,166742
2020/7/2,4191.2,4314.4,4187.8,4302.2,4292.6,156025,172013
2020/7/3,4325.6,4396.4,4313.8,4389.2,4366.4,155403,174449
2020/7/6,4443.2,4757.6,4443.2,4733.2,4707.8,216255,189906
2020/7/7,4789.4,4823.4,4695.2,4704,4735.4,205604,187500
2020/7/8,4726.4,4793,4687.2,4746.8,4754.4,175161,189777
2020/7/9,4745.8,4828.8,4729.6,4821.8,4798.2,172688,187448
2020/7/10,4788.8,4806.2,4710.6,4735.8,4746.8,167528,188993
2020/7/13,4750.8,4871,4733.4,4821.8,4824.4,179067,192305
2020/7/14,4804.2,4834.4,4694.4,4771.4,4756.2,186414,188249
2020/7/15,4807.6,4823.8,4697.8,4715.2,4750,197942,195305
2020/7/16,4726.2,4761.2,4462.4,4476.6,4518.6,265788,199062
2020/7/17,4515,4569.8,4469.4,4511.6,4513.6,205916,184773
2020/7/20,4560.6,4642.4,4505.8,4627.4,4618,167339,182123
2020/7/21,4651.8,4665.8,4614.2,4639.4,4635,131208,169591
2020/7/22,4636.6,4772,4627.2,4663.6,4672.4,184783,187839
2020/7/23,4633,4700.8,4560.2,4671,4671.6,197614,186286
2020/7/24,4641,4653,4412.4,4443.4,4457.4,215252,191817
2020/7/27,4484.8,4520,4440.4,4476,4466.8,146676,177870
2020/7/28,4516.4,4542.6,4474.8,4506.8,4494,138747,176695
2020/7/29,4498.4,4658.6,4495.6,4655.4,4639,177365,190100
2020/7/30,4659.2,4671.6,4612.8,4616.4,4623.6,129075,176843
2020/7/31,4630.2,4726.4,4561.6,4642,4642.6,198117,198556
2020/8/3,4703.8,4733.8,4681.2,4721,4710.8,148062,176626
2020/8/4,4734.2,4760.8,4706,4735.2,4736,143525,181578
2020/8/5,4732,4741.4,4651.6,4718.6,4716,152972,174800
2020/8/6,4734.8,4749.2,4617.8,4707.2,4695.2,176466,185428
2020/8/7,4691.4,4691.4,4577.4,4660,4663.6,177583,178014
2020/8/10,4643.6,4710.2,4585.4,4673,4688.4,156863,177042
2020/8/11,4689.2,4748.8,4612,4624.8,4656.6,161501,179672
2020/8/12,4615.6,4632.8,4513.2,4600.2,4584.8,168526,185344
2020/8/13,4619.6,4625.4,4567.4,4577.4,4584.2,127425,173810
2020/8/14,4574.2,4690.4,4562.2,4690,4657.6,160714,185807
2020/8/17,4711.4,4819.6,4690.8,4787,4784.2,177917,189365
2020/8/18,4788,4806.2,4755.4,4778,4773,125204,179194
2020/8/19,4778.2,4783.4,4691.2,4694,4717,159597,186220
2020/8/20,4661.6,4681.8,4619.2,4646.2,4637,158612,180075
2020/8/21,4678.2,4704.2,4636.2,4677.8,4661.6,141513,169289
2020/8/24,4706.8,4727.8,4670,4692,4698.4,119705,170434
2020/8/25,4709,4763,4689.8,4713.4,4707.4,125877,175640
2020/8/26,4711.6,4742,4640,4655.2,4654.4,140755,181071
2020/8/27,4670.4,4693.8,4634,4691,4676.8,114590,175449
2020/8/28,4687.4,4829,4673.2,4824.2,4808.8,159042,195343
2020/8/31,4848,4878,4758.2,4765.2,4790.6,147260,187018
2020/9/1,4761.6,4808.6,4756.8,4806,4789.8,113005,183465
2020/9/2,4823.4,4827.6,4738,4785.4,4793.4,149099,187724
2020/9/3,4785,4831,4747.8,4775,4763.2,146618,183945
2020/9/4,4717.8,4742,4683.4,4726.8,4723.2,134235,182885
2020/9/7,4723.8,4751.8,4600.6,4615.6,4641.4,155116,193362
2020/9/8,4641.4,4670.2,4606.8,4652.6,4655.6,134178,186073
2020/9/9,4606.8,4610.2,4515,4547.4,4563.2,164909,204240
2020/9/10,4587.6,4602.8,4529.4,4544,4555.4,142768,190060
2020/9/11,4536.4,4589.8,4527,4576.6,4576.6,124388,185678
2020/9/14,4602.6,4616.6,4573.2,4602.6,4587,119475,183970
2020/9/15,4599.8,4638.8,4583.8,4629.6,4627.8,139673,185770
2020/9/16,4625.8,4629.6,4574,4594.6,4587.8,127666,175090
2020/9/17,4588.8,4608,4536.6,4566,4585.6,156603,188248
2020/9/18,4584,4710.6,4577.6,4710.4,4689.2,186288,190347
2020/9/21,4722,4727.6,4641.8,4649.2,4653,115946,178939
2020/9/22,4627,4670.8,4562.2,4588,4592.6,132877,186408
2020/9/23,4596,4614.2,4570.8,4590.2,4594.6,96997,173391
2020/9/24,4572,4577.8,4495.8,4519.4,4521,132169,189954
2020/9/25,4541.4,4556.8,4513.2,4535.8,4533.8,105504,178214
2020/9/28,4550.2,4580.6,4531,4549.4,4546.8,98273,180713
2020/9/29,4573,4589.8,4552,4557.8,4568.8,102968,173195
2020/9/30,4577.8,4596.2,4505.4,4522.8,4528.2,112770,176956
2020/10/9,4618.6,4659.2,4612.6,4623.8,4625.8,98487,168822
2020/10/12,4654.6,4786.8,4654.6,4784.8,4771.8,128955,187402
2020/10/13,4771.4,4804.6,4752,4793,4792.8,104586,176489
2020/10/14,4785.2,4786.8,4752,4771.4,4767,104362,175439
2020/10/15,4774.6,4794,4749.4,4762.8,4763.4,120171,177106
2020/10/16,4769.6,4789.6,4716.8,4748.6,4748,135661,180675
2020/10/19,4788.6,4820.6,4688.6,4710.2,4705.2,138340,186761
2020/10/20,4708,4743.6,4698.4,4738.2,4734.8,80999,176371
2020/10/21,4750.2,4755.6,4699,4744.6,4732.4,96716,179083
2020/10/22,4724.2,4741.4,4671,4725.2,4729.2,115068,183378
2020/10/23,4725.2,4752.6,4678,4689.2,4691,119703,184607
2020/10/26,4668.2,4670.6,4602,4646,4643.8,105787,182512
2020/10/27,4640.6,4666.2,4629.2,4659.2,4657,81588,177658
2020/10/28,4658.8,4718.8,4644.2,4703.4,4707.4,103086,184923
2020/10/29,4660,4770.2,4653.6,4749.8,4757.4,128108,191701
2020/10/30,4751.4,4753.4,4651.2,4664.6,4665.8,135332,191715
2020/11/2,4677.6,4715.8,4668.6,4694.2,4691.8,104512,184753
2020/11/3,4718,4774.4,4710.2,4739.8,4743.4,121649,193521
2020/11/4,4745.4,4803.6,4735.6,4777.2,4778,118235,187603
2020/11/5,4836.2,4863,4807.8,4857,4852.2,127829,197049
2020/11/6,4870.6,4871.2,4815,4859.6,4843.2,112630,190100
2020/11/9,4905.6,4988.2,4905.6,4961.4,4959.2,142547,206910
2020/11/10,4969,4969.4,4906.4,4934.4,4926.6,117281,195749
2020/11/11,4920.4,4940.6,4888,4892.8,4898.6,104535,196800
2020/11/12,4910.4,4912,4873,4886.4,4883.8,95197,191229
2020/11/13,4867.8,4867.8,4796.2,4831.4,4821,130777,198399
2020/11/16,4864.6,4884,4823.4,4882,4864.4,101090,181743
2020/11/17,4870.6,4875.8,4839.6,4868,4856.6,94246,183704
2020/11/18,4865.6,4894,4845,4864.4,4860.4,111781,182063
2020/11/19,4853.2,4926.4,4850,4915,4911.2,121859,187599
2020/11/20,4914.8,4931,4901.6,4925.4,4924,98989,174310
2020/11/23,4940.2,5021.6,4919.8,4985,4991,121202,193291
2020/11/24,4981,4994.8,4951.8,4961.4,4962.4,92289,181514
2020/11/25,4982.4,4998.2,4900.6,4902.4,4909.4,111904,190426
2020/11/26,4905,4914.8,4864.6,4905.8,4898,98672,181770
2020/11/27,4913.4,4981.4,4899.2,4980.2,4952,111789,189735
2020/11/30,4990.8,5059,4949.6,4954.2,4971.8,150473,199200
2020/12/1,4964,5076,4960,5068.4,5057.4,129254,194719
2020/12/2,5071.8,5090,5032,5057.4,5066.6,118261,193414
2020/12/3,5057.8,5073.6,5027.4,5054.4,5055.2,101537,190382
2020/12/4,5050.6,5071.6,5001.8,5064.6,5059.6,108392,191991
2020/12/7,5063.8,5066.2,5000.4,5020,5021.6,109688,190071
2020/12/8,5033,5043.4,4996,5005.8,5013.2,99438,187388
2020/12/9,5021.2,5031.6,4935.8,4948.2,4963,121273,196531
2020/12/10,4940.4,4957,4917,4933.4,4931.6,105822,189519
2020/12/11,4956.2,4959.8,4841.8,4875.6,4864,124561,197947
2020/12/14,4887,4920.4,4872.4,4916.2,4910,95931,182971
2020/12/15,4908,4938.4,4884.2,4928,4928.6,105233,185131
2020/12/16,4940.4,4946,4921,4933.4,4935,102463,177229
2020/12/17,4931.6,5014.6,4926.2,5014.2,5006.4,138796,190499
2020/12/18,5009.2,5015.8,4956.2,4979.4,4976.4,112152,174812
2020/12/21,4977.6,5040.8,4945.6,5027,5029.2,101971,183045
2020/12/22,5019.4,5035.2,4943.8,4952,4962.8,108216,181982
2020/12/23,4965.2,5016.2,4958.4,4988.4,4980.4,109680,184854
2020/12/24,4988.4,5009,4962.6,4988.4,4978,93869,177377
2020/12/25,4971.8,5033,4961,5030.4,5028.4,95565,182123
2020/12/28,5030.8,5079.2,5021.6,5052.8,5044.2,102338,185384
2020/12/29,5062,5075.2,5030.8,5040.6,5040.2,94744,184611
2020/12/30,5036,5107.8,5034.2,5107,5101.8,102304,190068
2020/12/31,5118.4,5222.8,5117.6,5220.4,5208.2,129721,203224
2021/1/4,5226.2,5289.8,5189.8,5253.4,5272.2,117134,197855
2021/1/5,5242,5355.6,5233,5346.2,5344,123185,202646
